id,source,target,draft_prediction,refined_prediction
2026,"Tỷ lệ tái huyết khối sớm cải thiện hơn rõ so với nhóm I 21,6% (8/3 7) và điểm số VCSS trung bình cũng cải thiện hơn là 5,025.",The early re-thrombosis in this group was significantly lower than that in group I (21.6% versus 89%) and the quality of life after treatment was also improved when comparing the VCSS score between the 2 group (5.025 versus 7.265).,Tỷ lệ tái huyết khối sớm cải thiện hơn rõ so với nhóm I 21.6% (8/3 7) và điểm số VCSS trung bình cũng cải thiện hơn là 5.025.,The rate of early rethrombosis improved significantly compared to group I 21.6% (8/37) and the mean VCSS score was also improved significantly to 5.025.
2027,"Tuy nhiên, có thể cần điều trị kéo dài từ 6 đến 12 tháng để có đáp ứng tối đa với methotrexate.","The maximal response to methotrexate, however, may take 6 to 12 months.","Tuy nhiên, có thể cần điều trị kéo dài từ 6 đến 12 tháng để có đáp ứng tối đa với methotrexate.","However, treatment mayneed to be continued for 6 to 12 months to achieve maximal response to methotrexate."
2028,Mối liên quan giữa nồng độ fibrinogen và tỷ lệ tử vong ở bệnh nhi NKN,Association between fibrinogen plasma level and mortality in severe sepsis pediatric patients,Mối liên quan giữa nồng độ fibrinogen và tỷ lệ tử vong ở bệnh nhi NKH,"""Relationship between fibrinogen concentration and mortality rate in pediatric septic shock"""
2029,Cũng có các dạng hydrocortisone giải phóng chậm hơn và có thể giúp kiểm soát sinh hoá tốt hơn.,Slower-release forms of hydrocortisone are also available and may provide better biochemical control.,There are also slower-release forms of hydrocortisone that mayhelp better control the bioavailability.,There are also slower-release forms of hydrocortisone that mayhelp better control the bioavailability.
2030,"Nó chỉ ra được bản chất, nguyên lý vận hành của đời sống tinh thần con người.","It showed nature, operational mechanism of people spirit life.","Nó chỉ ra được bản chất, nguyên lý vận hành của đời sống tinh thần con người.",It reveals the nature and principles of human spiritual life.
2031,Đánh giá tính kích ứng da của sản phẩm kem thảo dược mecamix trên thỏ thực nghiệm.,Skin irritation of mecamix herbal cream on experimental rabbit.,Đánh giá tính kích ứng da của sản phẩm kem thảo dược mecamix trên thỏ thực nghiệm.,Evaluation of skin irritation of mecamix herbal cream on experimental rabbits.
2032,Có thể phải cắt cụt (ví dụ: các ngón tay hoặc các chi).,"Amputation (eg, of digits or limbs) may be required.",Có thể phải cắt cụt (ví dụ: các ngón tay hoặc các chi).,"Amputation (eg, of fingers or limbs) may be required."
2033,Đánh giá kết quả chẩn đoán và điều trị các biến chứng muộn chấn thương gan,The result of late complication treatment of blunt hepatic injury,Đánh giá kết quả chẩn đoán và điều trị các biến chứng muộn chấn thương gan,To evaluate the results of diagnosis and treatment of late complications of liver trauma
2034,Sự lây lan theo đường bạch huyết rất phổ biến.,Lymphatic spread is common.,Di căn theo đường bạch huyết rất phổ biến.,Lymphatic spread is very common.
2035,"Từ khoá: sỏi thận, tán sỏi qua da, không mở thận ra da","Keywords: kidney stone, percutaneous nephrolithotomy, tubeless","Từ khoá: sỏi thận, tán sỏi qua da, không mở thận ra da","Keywords: kidney stones, percutaneous nephrolithotomy, no percutaneous nephrostomy."
2036,Liệu pháp nội tiết bao gồm Medroxyprogesterone acetate Megestrol acetate Chất ức chế Aromatase Các chất đồng vận hormone giải phóng - GnRH (các hormone giải phóng gonadotropin) Những điểm chính Ung thư cơ tử cung là không phổ biến.,Endocrine therapy includes Medroxyprogesterone acetate Megestrol acetate Aromatase inhibitors GnRH (gonadotropin-releasing hormone) agonists Key Points Uterine sarcomas are uncommon.,Hormonal therapy includes Medroxyprogesterone acetate Megestrol acetate Aromatase inhibitors Gonadotropin-releasing hormone agonists (gonadotropin-releasing hormone agonists) Key Points Endometrial cancer is uncommon.,Hormonal therapy includes Medroxyprogesterone acetate Megestrol acetate Aromatase inhibitors Gonadotropin-releasing hormone agonists (gonadotropin-releasing hormone agonists) Key Points Endometrial cancer is uncommon.
2037,"Đối tượng và phương pháp: Mô tả cắt ngang, bệnh nhân có chỉ định truyền hoá chất phác đồ 1 ngày, từ ngày 25 đến ngày 31/8/2021 tại Bệnh viện Trung ương Quân đội 108, dữ liệu được thu thập từ bệnh án điện tử và thông qua phỏng vấn bệnh nhân nghiên cứu.","Subject and method: A cross-sectional, descriptive study on cancer inpatients, treated with 1-day chemotherapy regimen from 25 to 31 Aug 2021 at 108 Military Central Hospital, based on electronic medical record and interview data.","Đối tượng và phương pháp: Mô tả cắt ngang, bệnh nhân có chỉ định truyền hoá chất phác đồ 1 ngày, từ ngày 25 đến ngày 31/8/2021 tại Bệnh viện Trung ương Quân đội 108, dữ liệu được thu thập từ bệnh án điện tử và thông qua phỏng vấn bệnh nhân nghiên cứu.","Subject and method: Cross-sectional description, patients with indications for 1-day chemotherapy regimen, from August 25 to August 31, 2021, at 108 Military Central Hospital, data collected from electronic medical records and through patient interviews."
2038,"Trong kỹ thuật chụp mạch máu lớn của lồng ngực (động mạch chủ, động mạch phổi...), chụp cắt lớp điện toán đa lát cắt này cho được các hình ảnh bằng hoặc rõ hơn chụp mạch máu quy ước.","In vascular imaging, this technique provides image quality that equals or surpasses that of conventional angiography.","Trong kỹ thuật chụp mạch máu lớn của lồng ngực (động mạch chủ, động mạch phổi...), chụp cắt lớp điện toán đa lát cắt này cho được các hình ảnh bằng hoặc rõ hơn chụp mạch máu quy ước.","In the technique of large vascular imaging of the chest (aorta, pulmonary artery...), this multislice computed tomography gives the same or clearer images than conventional angiography."
2039,Mục tiêu: nhằm đánh giá hiệu quả phối hợp của iloprost và sildenafil trong điều trị tăng áp phổi sau phẫu thuật tim.,Objectives: evaluating effectiveness in combination Iloprost and Sildenafil in management PAH after cardiac surgery.,Mục tiêu: Đánh giá hiệu quả phối hợp iloprost và sildenafil trong điều trị tăng áp phổi sau phẫu thuật tim.,Objectives: To evaluate the effectiveness of the combination of iloprost and sildenafil in the treatment of pulmonary hypertension after cardiac surgery.
2040,Thuốc mỡ dung môi là dầu (ví dụ petrolatum) với rất ít nước.,"Ointments are oil based (eg, petrolatum) with little if any water.","Ointments are emulsions of oil (eg, petrolatum) with verylittle water.","Ointments are emulsions of oil (eg, petrolatum) with verylittle water."
2041,"37,3% bệnh nhân tiền sử có sử dụng thuốc kháng sinh, 21,6% bệnh nhân có sử dụng corticoid.","37.3% patients had used antibiotics, 21.6% had used corticosteroid.","37.3% bệnh nhân tiền sử có sử dụng thuốc kháng sinh, 21.6% bệnh nhân có sử dụng corticoid.","37.3% of patients had a history of antibiotic use, 21.6% of patients had used corticosteroids."
2042,Chẩn đoán nhiễm trùng bao gồm phân tích và nuôi cấy dịch cổ trướng.,Diagnosis of infection involves analysis and culture of ascitic fluid.,Diagnosis of infection includes analysis and culture of ascitic fluid.,Diagnosis of infection includes analysis and culture of ascitic fluid.
2043,"Triệu chứng và Dấu hiệu Nhiều bệnh nhân không có triệu chứng, nhưng có thể bị chảy máu trực tràng, thường mơ hồ.","Symptoms and Signs Many patients are asymptomatic, but rectal bleeding, typically occult, occurs.","Symptoms and Signs Many patients are asymptomatic, but rectal bleeding, usually occult, mayoccur.","Symptoms and Signs Many patients are asymptomatic, but rectal bleeding, usually occult, mayoccur."
2044,"Đối với đường tiêu hoá, đường tiết niệu sinh dục, và các thủ thuật cơ xương khớp ở những vùng có mô bị nhiễm bệnh, cần chọn kháng sinh dựa trên vi khuẩn đã biết và độ nhạy của nó.","For gastrointestinal, genitourinary, and musculoskeletal procedures on areas involving infected tissue, antibiotics should be selected based on the known organism and its sensitivities.","For gastrointestinal, genitourinary, and musculoskeletal procedures in infected tissues, antibiotics should be selected based on known bacteria and their sensitivities.","For gastrointestinal, genitourinary, and musculoskeletal procedures in infected tissues, antibiotics should be selected based on known bacteria and their sensitivities."
2045,"Đậu xanh giúp đỡ trong giải độc cơ thể vì chúng là một thực phẩm có vị ngọt và làm mát, bác sỹ đông y sĩ Nguyễn Công Đức, Đại học Y Dược thành phố Hồ Chí Minh cho biết Đậu xanh (đậu mun) là một thành phần phổ biến trong ẩm thực Việt Nam.","Mung beans help in detoxing the body as they are a sweet and cooling food, according to the herbalist Nguyen Cong Duc of the Ho Chi Minh City University of Medicine and Pharmacy Đậu xanh (mung beans) are a common ingredient in Vietnamese cuisine.","Mung beanshelp detoxify the body because they are a sweet and cooling food, said Dr Nguyen Cong Duc, Ho Chi Minh City University of Medicine and Pharmacy. Mung beans are a common ingredient in Vietnamese cuisine.","Mung beanshelp detoxify the body because they are a sweet and cooling food, said Dr Nguyen Cong Duc, Ho Chi Minh City University of Medicine and Pharmacy. Mung beans are a common ingredient in Vietnamese cuisine."
2046,"Dấu hiệu tiên lượng xấu: thời gian chìm trong nước lâu, rối loạn tri giác, Glasgow thấp, mất phản xạ ánh sáng, hạ thân nhiệt, tím tái, tăng đường huyết, pH < 7,2","Poor prognosis: prolonged submersion, unconsciousness, low Glasgow score, no pupil reflex, hypothermia, hyperglycemia, pH < 7.2.","Dấu hiệu tiên lượng xấu: thời gian chìm trong nước lâu, rối loạn tri giác, Glasgow thấp, mất phản xạ ánh sáng, hạ thân nhiệt, tím tái, tăng đường huyết, pH < 7.2","Signs of poor prognosis: long underwater time, confusion, low Glasgow, loss of light reflex, hypothermia, cyanosis, hyperglycemia, pH < 7.2"
2047,Lịch trình xét nghiệm khác nhau tuỳ thuộc vào việc một trẻ sơ sinh bị phơi nhiễm HIV giai đoạn đầu bởi người mẹ nhiễm HIV được coi là có nguy cơ lây truyền thấp hay cao hơn; trẻ sơ sinh có nguy cơ cao được kiểm tra thường xuyên hơn.,"HIV infection testing for newborns is done on varying schedules, depending on whether an infant perinatally exposed to HIV by a mother living with HIV infection is considered at low or higher risk of transmission; higher-risk infants are tested more frequently.",Testing schedules vary depending on whether a neonate is considered at low or highrisk of perinatal HIV infection; high-risk infants are tested more frequently.,Testing schedules vary depending on whether a neonate is considered at low or highrisk of perinatal HIV infection; high-risk infants are tested more frequently.
2048,Đối tượng và phương pháp nghiên cứu: Nghiên cứu cắt ngang thực hiện trên 217 giáo viên THPT tại huyện Lấp Vò tỉnh Đồng Tháp.,"Methods: A cross-sectional study was carried out on 217 high school teachers in Lap Vo district, Dong Thap province.",Đối tượng và phương pháp nghiên cứu: Nghiên cứu cắt ngang thực hiện trên 217 giáo viên THPT tại huyện Lấp Vò tỉnh Đồng Tháp.,"Subjects and research methods: A cross-sectional study was conducted on 217 high school teachers in Lap Vo district, Dong Thap province."
2049,"Đau bụng, sút cân, mệt mỏi, chán ăn là những triệu chứng hay gặp.","Abdominal pain, weight loss, fatigue, and loss of appetite were common symptoms.","Đau bụng, sụt cân, mệt mỏi, chán ăn là những triệu chứng thường gặp.","Abdominal pain, weight loss, fatigue, and anorexia are common symptoms."
2050,"Xét nghiệm glucose máu, chức năng thận, và điện giải đồ, kể cả canxi và magiê, nếu bệnh nhân bị chuột rút lan toả không rõ nguyên nhân, đặc biệt nếu có hiện tượng tăng phản xạ.","Blood glucose, renal function tests, and electrolyte levels, including calcium and magnesium, should be measured if patients have diffuse cramps of unknown cause, particularly if hyperreflexia is present.","Xét nghiệm glucose máu, chức năng thận, và điện giải đồ, kể cả canxi và magiê, nếu bệnh nhân bị chuột rút lan toả không rõ nguyên nhân, đặc biệt nếu có hiện tượng tăng phản xạ.","Tests for blood glucose, renal function, and electrolytes, including calcium and magnesium, should be done if patients have unexplained generalized muscle cramps, especially if hyperreflexia is present."
2051,Khảo sát các yếu tố ảnh hưởng đến quá trình sản xuất lovastatin từ nấm Asperillus terreus EV8 bằng phương pháp lên men bán rắn,Investigation of factors affecting the production of lovastatin from asperillus terreus ev8 by solid state fermentation,Khảo sát các yếu tố ảnh hưởng đến quá trình sản xuất lovastatin từ nấm Asperillus terreus EV8 bằng phương pháp lên men bán rắn,"""Surveying factors affecting the production of lovastatin from Asperillus terreus EV8 by semi-solid fermentation method"""
2052,"Kích thước trung vị của giả là 10mm (6,8-15,3), lớn nhất là 39,1 mm và nhỏ nhất là 3,5 mm, trong đó chỉ có 1 giả phình ở tạng chấn thương độ V với kích thước 7,2 mm và không có sự khác biệt về kích thước giả phình ở tạng chấn thương độ III và IV.","The median size of pseudoaneurysm was 10 mm (6.8 - 15.3), the largest was 39.1 mm and the smallest was 3.5 mm, there was only 1 pseudoaneurysm in grade V organ trauma with size 7.2 mm and there was no difference in size of pseudoaneurysm between grade III and IV.","Kích thước trung vị của giả là 10 mm (6.8-15.3), lớn nhất là 39.1 mm và nhỏ nhất là 3.5 mm, trong đó chỉ có 1 giả phình ở tạng chấn thương độ V với kích thước 7.2 mm và không có sự khác biệt về kích thước giả phình ở tạng chấn thương độ III và IV.","The median size of the diverticulum was 10 mm (6.8-15.3), the largest was 39.1 mm and the smallest was 3.5 mm, of whichonly 1 diverticulum was in grade V injury with a size of 7.2 mm and there was no difference in diverticulum size in grade III and IV injuries."
2053,Khoảng 50% SV cho rằng việc giảm tương tác là quan trọng.,ion with lecturer / student is important.,Khoảng 50% SV cho rằng việc giảm tương tác là quan trọng.,About 50% of students think that reducing interaction is important.
2054,Kết quả này phù hợp với tác giả Bastianini [21] và tác giả Yu [131] trong các phẫu thuật ổ bụng ở người cao tuổi.,This result was consistent with author Bastianini [21] and author Yu [131] in abdominal surgeries in the elderly.,This result is consistent with Bastianini [21] and Yu [131] in abdominal surgery in the elderly.,This result is consistent with Bastianini [21] and Yu [131] in abdominal surgery in the elderly.
2055,Catheter tĩnh mạch trung tâm có thể được sử dụng để lọc máu nếu chưa có thông động tĩnh mạch hoặc thông động tĩnh mạch chưa trưởng thành hoặc không thể phẫu thuật tạo thông động tĩnh mạch được.,A central vein catheter can be used for dialysis if an arteriovenous fistula has not yet been created or is not ready for use or if creation of an arteriovenous fistula is impossible.,Catheter tĩnh mạch trung tâm có thể được sử dụng để lọc máu nếu chưa có thông động tĩnh mạch hoặc thông động tĩnh mạch chưa trưởng thành hoặc không thể phẫu thuật tạo thông động tĩnh mạch được.,A central venous catheter can be used for hemodialysis if there is no arteriovenous fistula or if the arteriovenous fistula is immature or cannot be surgically created.
2056,Tóm tắt tiếng Việt: Sử dụng phương pháp nghiên cứu dọc tiến cứu nhằm đánh giá hiệu quả tư vấn dinh dưỡng và xây dựng chế độ ăn để ổn định đường huyết cho 160 thai phụ đái tháo đường thai kỳ sau 2 tuần.,English summary: A prospective study was conducted to evaluate the effectiveness of nutrition counseling and dietary management to stabilize blood glucose of 160 gestational diabetes mellitus (GDM) patients after 2 weeks.,English summary: Using prospective longitudinal study method to evaluate the effectiveness of nutritional counseling and dietary planning to stabilize bloodsugar for 160 pregnant women with gestational diabetes after 2 weeks.,English summary: Using prospective longitudinal study method to evaluate the effectiveness of nutritional counseling and dietary planning to stabilize bloodsugar for 160 pregnant women with gestational diabetes after 2 weeks.
2057,Khảo sát tỉ lệ và đặc điểm lâm sàng suy giáp nguyên phát ở bệnh nhân bệnh thận mạn giảm độ lọc cầu thận,Prevalence and clinical symptoms of primary hypothyroidism in patients with chronic kidney disease reducing glomerular filtration rate,Khảo sát tỉ lệ và đặc điểm lâm sàng suy giáp nguyên phát ở bệnh nhân bệnh thận mạn giảm độ lọc cầu thận,Survey on the prevalence and clinical characteristics of primary hypothyroidism in patients with chronic kidney disease with reduced glomerular filtration rate
2058,Tần số alen UGT1A1*6 ở người dân tộc kinh Việt Nam,UGT1A1*6 Allele frequency in vietnamese kinh ethnic group,Tần suất alen UGT1A1 * 6 ở người dân tộc Kinh Việt Nam,"""Frequency of UGT1A1 * 6 allele in Vietnamese Kinh ethnic group"""
2059,Suy thận mạn tính được xác định khi MLCT < 60 ml / phút kéo dài từ 3 tháng trở lên.,Chronic renal failure is defined as GFR <60 ml / min lasting 3 months or more.,Suy thận mạn tính được xác định khi MLCT < 60 ml/phút kéo dài từ 3 tháng trở lên.,Chronic renal failure was defined as eGFR < 60 ml/min/1.73 m2 for morethan 3 months.
2060,Thiếu alpha-1 antitrypsin chiếm 1 đến 2% tổng số các trường hợp bệnh phổi tắc nghẽn mạn tính (COPD).,Alpha-1 antitrypsin deficiency accounts for 1 to 2% of all cases of chronic obstructive pulmonary disease (COPD).,Thiếu alpha-1 antitrypsin chiếm 1 đến 2% tổng số các trường hợp bệnh phổi tắc nghẽn mạn tính (COPD).,Alpha-1 antitrypsin deficiency accounts for 1 to 2% of allcases of chronic obstructive pulmonary disease (COPD).
2061,"Nếu phải tiêm thuốc nội khớp (ví dụ, thuốc gây mê, corticosteroid), giữ bất động đầu kim (sử dụng dụng cụ cầm máu nếu có) trong khi rút ống tiêm chứa dịch khớp và thay bằng ống tiêm chứa thuốc.","If intra-articular medications (eg, anesthetic, corticosteroid) are to be given, hold the hub of the needle motionless (using a hemostat if available) while removing the synovial fluid-containing syringe and replace it with the medication-containing syringe.","If an intra-articular injection (eg, anesthetic, corticosteroid) is required, keep the needle tip immobilized (using a hemostat if available) while withdrawing the syringe containing the synovial fluid and replacing it with a syringe containing the drug.","If an intra-articular injection (eg, anesthetic, corticosteroid) is required, keep the needle tip immobilized (using a hemostat if available) while withdrawing the syringe containing the synovial fluid and replacing it with a syringe containing the drug."
2062,"Đặt vấn đề: Rắn cạp nia cắn là một cấp cứu thường gặp, suy hô hấp nặng và kéo dài do liệt cơ.","Background: Bungarus candidus is a common accident, leading to respiratory failure due to respiratory muscle paralysis.","Đặt vấn đề: Rắn hổ mang cạp nia cắn là một cấp cứu thường gặp, suy hô hấp nặng và kéo dài do liệt cơ.","Background: Cobra bite is a common emergency, severe respiratory failure and prolonged due to muscle paralysis."
2063,Bác sĩ lâm sàng cũng có thể cố gắng liên hệ trực tiếp với các nhân dạng khác bằng cách yêu cầu nói về phần tâm trí liên quan đến những hành vi mà bệnh nhân không thể nhớ hoặc có vẻ như được làm bởi người.,The clinician may also attempt to directly contact other identities by asking to speak to the part of the mind involved in behaviors that patients cannot remember or that seem to be done by someone else.,The clinician canalsotry to contact other identities directly by asking about the mental part of the behaviors that the patient cannot remember or seems to be done by the person.,The clinician canalsotry to contact other identities directly by asking about the mental part of the behaviors that the patient cannot remember or seems to be done by the person.
2064,Trẻ sơ sinh có lỗ rò da và tổn thương thấp có thể được sửa chữa tần sinh môn lần đầu.,Neonates with a cutaneous fistula and a low lesion can undergo primary perineal repair.,Trẻ sơ sinh có lỗ rò da và tổn thương thấp có thể được sửa chữa tần sinh môn lần đầu.,Neonates with cutaneous fistulas and low-lying lesions can be repaired with primary perianal surgery.
2065,Hầu hết bệnh nhân không mang V. cholerae trong vòng 2 tuần sau khi ngừng tiêu chảy; mang vi khuẩn mạn tính trong đường mật là hiếm gặp.,Most patients are free of V cholerae within 2 weeks after cessation of diarrhea; chronic biliary tract carriers are rare.,Hầu hết bệnh nhân không mang V cholerae trong vòng 2 tuần sau khi ngừng tiêu chảy; mang vi khuẩn mạn tính trong đường mật là hiếm gặp.,Most patients do not carry V cholerae for 2 weeksafter stopping diarrhea; chronic carriage in the biliary tract is rare.
2066,"Kết quả: Trước can thiệp điểm trung bình kiến thức chung về chăm sóc người bệnh TTPL tại nhà đạt 5,33 ± 1,13 điểm (thang điểm 10).","Results: Before the intervention, the average score of general knowledge about caring for schizophrenia patients at home was 5.33 ± 1.13 points (on a scale of 10).",Kết quả: Trước can thiệp điểm trung bình kiến thức chung về chăm sóc người bệnh TTPL tại nhà đạt 5.33 +/- 1.13 điểm (thang điểm 10).,"Results: Before the intervention, the average score of general knowledge about caring for patients with COPD at home was 5.33 +/- 1.13 points (on a scale of 10)."
2067,"Mặc dù bản thân đĩa móng có thể có kết quả PAS dương tính nếu đĩa móng đó được phân tích sau khi cắt bỏ, bệnh nấm móng thường không phải là vấn đề chính mà là thứ phát sau chấn thương móng gây tổn thương và viêm.","Although the nail plate itself may have a positive PAS result if the nail plate is analyzed after removal, the onychomycosis is often not the primary problem but rather secondary to the trauma to the nail that caused compromise and inflammation.","Although the nailplate itself may have a positive PAS result if the nailplate is analyzed after removal, onychomycosis is usually not the primary problem but is secondary to trauma to the nail that causes damage and inflammation.","Although the nailplate itself may have a positive PAS result if the nailplate is analyzed after removal, onychomycosis is usually not the primary problem but is secondary to trauma to the nail that causes damage and inflammation."
2068,"Ở bệnh nhân viêm phổi do hít dầu hoặc thạch từ dầu hoả, hình ảnh X-quang ngực khác nhau; đông đặc, tạo hang, thâm nhiễm kẽ hoặc nốt, tràn dịch màng phổi, và các thay đổi khác có thể tiến triển chậm.","In patients with oil or petroleum jelly aspiration, chest x-ray findings vary; consolidation, cavitation, interstitial or nodular infiltrates, pleural effusion, and other changes may be slowly progressive.","In patients with oil or petroleum jelly aspiration pneumonia, chestx-ray findings vary; consolidation, cavitation, interstitial infiltrates, nodules, pleural effusion, and other changes may develop slowly.","In patients with oil or petroleum jelly aspiration pneumonia, chestx-ray findings vary; consolidation, cavitation, interstitial infiltrates, nodules, pleural effusion, and other changes may develop slowly."
2069,Lượng phóng xạ từ nguồn phóng xạ tự nhiên là quá thấp để gây ra các tổn thương bức xạ; tuy nhiên chúng có thể làm tăng một chút nguy cơ ung thư.,"The doses from natural background radiation are far too low to cause radiation injuries; they may result in a small increase in the risk of cancer, although some experts think there may be no increased risk.",Nồng độ phóng xạ từ nguồn phóng xạ tự nhiên là quá thấp để gây ra các tổn thương bức xạ; tuy nhiên chúng có thể làm tăng một chút nguy cơ ung thư.,"The amount of radiation from natural sources is too low to cause radiation damage; however, theycan slightly increase the risk of cancer."
2070,"Với cách tiếp cận chẩn đoán toàn diện, BN được phát hiện bị hội chứng May-Thurner có biến chứng huyết khối tĩnh mạch sâu chân trái và thuyên tắc phổi.","With a comprehensive diagnostic approach, she was found to have May-Thurner syndrome with deep vein thrombosis of the left leg and pulmonary embolism.","Với cách tiếp cận chẩn đoán toàn diện, BN được phát hiện bị hội chứng May-Thurner có biến chứng huyết khối tĩnh mạch sâu chân trái và thuyên tắc phổi.","With a comprehensive diagnostic approach, the patient was found to have May-Thurner syndrome with left lower extremity deep venous thrombosis and pulmonary embolism."
2071,"Thời gian prothrombin (PT) sàng lọc cho các bất thường trong con đường đông máu ngoại sinh và con đường chung (các yếu tố huyết tương VII, X, V, prothrombin II, và fibrinogen).","Prothrombin time (PT) screens for abnormalities in the extrinsic and common pathways of coagulation (plasma factors VII, X, V, prothrombin [II], and fibrinogen).","Prothrombin time (PT) screening tests for abnormalities in the extrinsic and common coagulation pathways (factors VII, X, V, prothrombin II, and fibrinogen).","Prothrombin time (PT) screening tests for abnormalities in the extrinsic and common coagulation pathways (factors VII, X, V, prothrombin II, and fibrinogen)."
2072,"Điều trị dày sừng lòng bàn tay bàn chân Điều trị triệu chứng Các biện pháp điều trị triệu chứng có thể bao gồm các chất làm mềm, chất bạt sừng, và loại bỏ vẩy da.","Treatment of Palmoplantar Keratodermas Symptomatic treatment Symptomatic measures can include emollients, keratolytics, and physical scale removal.","Treatment of Palmar and Plantar Keratoderma Symptomatic treatment Symptomatic treatments may include emollients, keratolytics, and removal of crusts.","Treatment of Palmar and Plantar Keratoderma Symptomatic treatment Symptomatic treatments may include emollients, keratolytics, and removal of crusts."
2073,"Đối với viêm màng não hoặc các nhiễm trùng nặng khác, điều trị amphotericin B kèm hoặc không kèm flucytosine, sau đó là fluconazole.","For meningitis or other severe infection, use amphotericin B with or without flucytosine, followed by fluconazole.","For meningitis or other severe infections, treat with amphotericin Bplus or without flucytosine, then fluconazole.","For meningitis or other severe infections, treat with amphotericin Bplus or without flucytosine, then fluconazole."
2074,Các nang noãn là rối loạn chức năng (như xảy ra trong rối loạn chức năng buồng trứng tự miễn dịch).,The follicles are dysfunctional (as occurs in autoimmune ovarian dysfunction).,Ovarian cysts are functional (as occurs in autoimmune ovarian dysfunction).,Ovarian cysts are functional (as occurs in autoimmune ovarian dysfunction).
2075,Nồng độ NT-proBNP tương quan thuận với số nhánh mạch vành bị hẹp.,NT-proBNP concentrations were positively correlated with the number of coronary vessels involved.,Nồng độ NT-proBNP tương quan thuận với số nhánh mạch vành bị hẹp.,The concentration of NT-proBNP is positively correlated with the number of stenotic coronary arteries.
2076,Kết luận: Vi khuẩn gram âm chiếm đa số so với vi khuẩn gram dương.,Conclusion: Gram-positive bacteria accounted for the majority compared to gram-negative bacteria.,Kết luận: Vi khuẩn gram âm chiếm đa số so với vi khuẩn gram dương.,Conclusion: Gram-negative bacteria accounted for a majority of gram-positive bacteria.
2077,"Tuy nhiên, ở người mối liên quan giữa thân nhiệt và dự hậu đột quỵ ít được nghiên cứu rộng rãi, cung cấp những kết quả mâu thuẩn.","In humans, however, the relationship between body temperature and stroke outcome has been for less extensively investigates, providing conflicting results.","Tuy nhiên, ở người mối liên quan giữa thân nhiệt và dự hậu đột quỵ ít được nghiên cứu rộng rãi, cung cấp những kết quả mâu thuẩn.","However, in people, the relationship between body temperature and outcome of stroke has not been widely studied, providing conflicting results."
2078,Mục tiêu: Bước đầu đánh giá hai trường hợp chuyển vị đại động mạch kiểu d (d-CVĐĐM) được chẩn đoán trước sinh và điều trị sau sinh.,Objective: To evaluate initially two cases of d-transposition of the great arteries (d-TGA) prenatally diagnosed and postnatally treated.,Mục tiêu: Bước đầu đánh giá hai trường hợp chuyển vị đại động mạch kiểu d (d-CVĐĐM) được chẩn đoán trước sinh và điều trị sau sinh.,Objectives: To initially evaluate twocases of d-transposition of the great arteries (d-TGA) diagnosed prenatally and treated postnatally.
2079,"Ung thư gan nguyên phát (UTG) được chẩn đoán chính xác trước mổ bằng siêu âm và CT-scan tuy nhiên trong phẫu thuật cắt gan vẫn có các sang thương khác bị bỏ sót vì không nhìn thấy, không sờ được, ngoài ra không đánh giá được mức độ xâm lấn của u, thuyên tắc mạch... nên kết quả cắt gan bị hạn chế.","The diagnosis of HCC are well establised pre-operatively by US and CT-scan; but in hepatic resection, new small lesions which cannot be seen or touched, may be missed; otherwise tumoral invasion and tumoral thrombus of intrahepatic vessels cannot be evaluated, so the result of hepatic resection is limited.","Ung thư gan nguyên phát (UTG) được chẩn đoán chính xác trước mổ bằng siêu âm và CT-scan tuy nhiên trong phẫu thuật cắt gan vẫn có các sang thương khác bị bỏ sót vì không nhìn thấy, không sờ được, ngoài ra không đánh giá được mức độ xâm lấn của u, thuyên tắc mạch... nên kết quả cắt gan bị hạn chế.","Primary hepatocellular carcinoma (PHCC) was diagnosed preoperatively by ultrasound and CT-scan, however, during hepatectomy, other lesions were missed because they were not visible or palpable, in addition, the extent of tumor invasion could not be assessed. Therefore, the results of liver resection were limited."
2080,"Phẫu thuật nội soi qua mũi điều trị các u màng não vùng trên yên với ưu điểm cung cấp cửa sổ tiếp cận u tối ưu, ít phá huỷ cấu trúc, phẫu thuật viên sớm triệt mạch nuôi u làm giảm chảy máu và sớm giải áp dây thị giác từ đầu cuộc mổ, không vén não cũng như không để lại sẹo mổ bên ngoài.","Endoscopic endonasal surgery for suprasellar meningiomas with several major advantages of the endonasal route such as providing optimal tumor access window, less structural damage, devascularization is accomplished early in surgery by interrupting the dural blood supply during the approach and decompress the optic nerve from the beginning of the operation.","Phẫu thuật nội soi qua mũi điều trị các u màng não vùng trên yên với ưu điểm cung cấp cửa sổ tiếp cận u tối ưu, ít phá huỷ cấu trúc, phẫu thuật viên sớm triệt mạch nuôi u làm giảm chảy máu và sớm giải áp dây thị giác từ đầu cuộc mổ, không vén não cũng như không để lại sẹo mổ bên ngoài.","""Nasal endoscopic surgery for treatment of supratentorial meningiomas with the advantages of providing optimal access to the tumor, minimally invasive surgery, early clamping of the blood supply to the tumor to reduce bleeding and early decompression of the opticnerve from the beginning of the surgery, no craniotomy and no external scars."""
2081,U có vị trí thường gặp ở đoạn cột sống ngực.,Most of spinal tumors were neurinomas and localized higher at thoracic spine.,U hay gặp ở vị trí cột sống ngực.,The tumor is usually located in the thoracic spine.
